key,text,tag,file
PawnLacksFunctionalGenitals,{PAWN} has no working genitals.,PawnLacksFunctionalGenitals,RimJobWorldKeys.xml
PawnLacksVagina,{PAWN} does not have a vagina.,PawnLacksVagina,RimJobWorldKeys.xml
PawnLacksFunctionalPenis,{PAWN} does not have a functional penis.,PawnLacksFunctionalPenis,RimJobWorldKeys.xml
VaginalWeight,vaginal sex chance,VaginalWeight,RimJobWorldKeys.xml
LetterLabelGainedTraitFromSex,Trait gained : {PAWN},LetterLabelGainedTraitFromSex,RimJobWorldKeys.xml
GainedTraitFromSex,A sexual experience has caused {PAWN} to gain the {TRAIT} trait.,GainedTraitFromSex,RimJobWorldKeys.xml
GainedTraitFromSexNymphomaniac,Aphrodisiac-assisted overstimulation has permanently rewired {PAWN}'s brain. {PAWN_pronoun} has gained the {TRAIT} trait.,GainedTraitFromSexNymphomaniac,RimJobWorldKeys.xml
GainedTraitFromSexFootSlut,The feat of feasting on the feel of feet is feeding a fiendish new fetish in {PAWN}. {PAWN} is now a {TRAIT},GainedTraitFromSexFootSlut,RimJobWorldKeys.xml
LetterLabelGainedMultipleTraitsFromSex,Traits gained: {PAWN},LetterLabelGainedMultipleTraitsFromSex,RimJobWorldKeys.xml
GainedMultipleTraitsFromSex,A powerful sexual experience has caused {PAWN} to gain the following traits:,GainedMultipleTraitsFromSex,RimJobWorldKeys.xml
GainedMultipleTraitsFromSexListItem,- {0},GainedMultipleTraitsFromSexListItem,RimJobWorldKeys.xml
PawnColumnWorker_RJWGender_IsHerm,Herm,PawnColumnWorker_RJWGender_IsHerm,RJWMainTab.xml
PawnColumnWorker_IsSlave,Is pawn Slave?,PawnColumnWorker_IsSlave,RJWMainTab.xml
PawnColumnWorker_IsPrisoner,Is pawn Prisoner?,PawnColumnWorker_IsPrisoner,RJWMainTab.xml
PawnColumnWorker_IsComfort,Is pawn Comfort Pawn?,PawnColumnWorker_IsComfort,RJWMainTab.xml
PawnColumnWorker_IsBreeder,Is pawn Breeder?,PawnColumnWorker_IsBreeder,RJWMainTab.xml
MainTabWindow_Designators,Designators,MainTabWindow_Designators,RJWMainTab.xml
RJW_RMB,Interact,RJW_RMB,RMB.xml
RJW_RMB_NoSex,refuses to have sex with,RJW_RMB_NoSex,RMB.xml
RJW_RMB_Social,Socialize with {0_labelShort},RJW_RMB_Social,RMB.xml
RJW_RMB_Masturbate,Masturbate,RJW_RMB_Masturbate,RMB.xml
RJW_RMB_Sex,Have sex with {0_labelShort},RJW_RMB_Sex,RMB.xml
RJW_RMB_Bestiality,Bestiality {0_labelShort},RJW_RMB_Bestiality,RMB.xml
RJW_RMB_Sex_Reverse,(Reverse)Sex {0_labelShort},RJW_RMB_Sex_Reverse,RMB.xml
RJW_RMB_Bestiality_Reverse,(Reverse)Bestiality {0_labelShort},RJW_RMB_Bestiality_Reverse,RMB.xml
RJW_RMB_Insult,Insult,RJW_RMB_Insult,RMB.xml
RJW_RMB_SocialFight,Start a fight,RJW_RMB_SocialFight,RMB.xml
RJW_RMB_Chat,Chat,RJW_RMB_Chat,RMB.xml
RJW_RMB_DeepTalk,Deep talk,RJW_RMB_DeepTalk,RMB.xml
RJW_RMB_RomanceAttempt,Attempt romance,RJW_RMB_RomanceAttempt,RMB.xml
RJW_RMB_MarriageProposal,Make marriage proposal,RJW_RMB_MarriageProposal,RMB.xml
RJW_RMB_Masturbate_Bed,Masturbate on chair or bed,RJW_RMB_Masturbate_Bed,RMB.xml
RJW_RMB_Masturbate_At,Masturbate at,RJW_RMB_Masturbate_At,RMB.xml
RJW_RMB_Masturbate_Here,Masturbate here,RJW_RMB_Masturbate_Here,RMB.xml
RJW_RMB_Masturbate_With,Masturbate with,RJW_RMB_Masturbate_With,RMB.xml
RJW_RMB_Rape,Rape {0_labelShort},RJW_RMB_Rape,RMB.xml
RJW_RMB_Rape_Reverse,(Reverse)Rape {0_labelShort},RJW_RMB_Rape_Reverse,RMB.xml
RJW_RMB_RapeCorpse,Violate corpse of {0_labelShort},RJW_RMB_RapeCorpse,RMB.xml
RJW_RMB_RapeCorpse_Reverse,(Reverse)Violate corpse of {0_labelShort},RJW_RMB_RapeCorpse_Reverse,RMB.xml
RJW_RMB_RapeAnimal,Breed {0_labelShort},RJW_RMB_RapeAnimal,RMB.xml
RJW_RMB_RapeAnimal_Reverse,(Reverse)Be Bred by {0_labelShort},RJW_RMB_RapeAnimal_Reverse,RMB.xml
RJW_RMB_HackMechPregnancy,Hack implanted mech,RJW_RMB_HackMechPregnancy,RMB.xml
RJW_RMB_ReasonLowOpinionOfTarget,Low opinion of target,RJW_RMB_ReasonLowOpinionOfTarget,RMB.xml
RJW_RMB_ReasonUnappealingTarget,Not sexually attracted to target,RJW_RMB_ReasonUnappealingTarget,RMB.xml
RJW_RMB_ReasonLowOpinionOfPawn,Low opinion of me,RJW_RMB_ReasonLowOpinionOfPawn,RMB.xml
RJW_RMB_ReasonUnappealingPawn,Not sexually attracted to me,RJW_RMB_ReasonUnappealingPawn,RMB.xml
RJW_RMB_ReasonNeedBed,Need assigned bed,RJW_RMB_ReasonNeedBed,RMB.xml
RJW_RMB_ReasonCantReachBed,Can't reach assigned bed,RJW_RMB_ReasonCantReachBed,RMB.xml
RJWSettingsOne,RimJobWorld - Basic Settings,RJWSettingsOne,SettingsKeys.xml
NymphTamed,Nymphomaniac Join,NymphTamed,SettingsKeys.xml
NymphTamed_desc,Spawns pawn with ('Hypersexual' trait) to join the colony.,NymphTamed_desc,SettingsKeys.xml
NymphWild,Nymphomaniac Wild,NymphWild,SettingsKeys.xml
NymphWild_desc,Spawns wild pawn with ('Hypersexual' trait) to attack the colony.,NymphWild_desc,SettingsKeys.xml
NymphRaidEasy,Nymphomaniacs raid(easy),NymphRaidEasy,SettingsKeys.xml
NymphRaidEasy_desc,Nymphomaniacs decided to visit your colony.\nbaseChance is 0.1.,NymphRaidEasy_desc,SettingsKeys.xml
NymphRaidHard,Nymphomaniacs raid(hard),NymphRaidHard,SettingsKeys.xml
NymphRaidHard_desc,Nymphomaniacs decided it is now their colony.\n(Game Over).\nbaseChance is 0.01.,NymphRaidHard_desc,SettingsKeys.xml
NymphRaidRP,Limp nymph raids,NymphRaidRP,SettingsKeys.xml
NymphRaidRP_desc,Switches nymph raids to use raid points for those who are too weak for intended nymph raids difficulty.,NymphRaidRP_desc,SettingsKeys.xml
NymphPermanentManhunter,Permanent manhunter nymphs,NymphPermanentManhunter,SettingsKeys.xml
NymphPermanentManhunter_desc,Permanent manhunter mentalstate.,NymphPermanentManhunter_desc,SettingsKeys.xml
NymphSappers,Nymph Sappers,NymphSappers,SettingsKeys.xml
NymphSappers_desc,Knock-knock! Horny can smell you behind that door! You can run but you cant hide.,NymphSappers_desc,SettingsKeys.xml
NymphFrustratedRape,Nypmhs rape when frustrated.,NymphFrustratedRape,SettingsKeys.xml
NymphFrustratedRape_desc,"When Nympths are frustrated, and no partners are available, they will randomly rape someone/something",NymphFrustratedRape_desc,SettingsKeys.xml
FemaleFuta,Enable futas,FemaleFuta,SettingsKeys.xml
FemaleFuta_desc,Spawn females as futas(+ penis),FemaleFuta_desc,SettingsKeys.xml
MaleTrap,Enable traps,MaleTrap,SettingsKeys.xml
MaleTrap_desc,Spawn males as traps(+ breasts),MaleTrap_desc,SettingsKeys.xml
male_nymph_chance,Male nymph spawn chance,male_nymph_chance,SettingsKeys.xml
male_nymph_chance_desc,Male nymph spawn chance \n\nValid range: 0 - 100\nDefault: 0,male_nymph_chance_desc,SettingsKeys.xml
futa_nymph_chance,Futa/Trap nymph spawn chance,futa_nymph_chance,SettingsKeys.xml
futa_nymph_chance_desc,Futa/Trap nymph spawn chance \n\nValid range: 0 - 100\nDefault: 0,futa_nymph_chance_desc,SettingsKeys.xml
futa_natives_chance,Futa/Trap natives spawn chance,futa_natives_chance,SettingsKeys.xml
futa_natives_chance_desc,Futa/Trap natives spawn chance \n(industrial techlevel and below) \n\nValid range: 0 - 100\nDefault: 0,futa_natives_chance_desc,SettingsKeys.xml
futa_spacers_chance,Futa/Trap spacers spawn chance,futa_spacers_chance,SettingsKeys.xml
futa_spacers_chance_desc,Futa/Trap spacers spawn chance \n\nValid range: 0 - 100\nDefault: 5,futa_spacers_chance_desc,SettingsKeys.xml
sexneed_decay_rate_name,Sex need decay rate (%),sexneed_decay_rate_name,SettingsKeys.xml
sexneed_decay_rate_desc,0% for no decay.\n1000000% for Rapeturnus Planet. Recommended range: 50% to 200%.,sexneed_decay_rate_desc,SettingsKeys.xml
sexneed_fix_name,Sex need fix,sexneed_fix_name,SettingsKeys.xml
sexneed_fix_desc,"Fixes incorrect sex need thresholds, likely significantly reduces triggers for sex and rape.",sexneed_fix_desc,SettingsKeys.xml
Animal_mating_cooldown,Animal mating cooldown,Animal_mating_cooldown,SettingsKeys.xml
Animal_mating_cooldown_desc,How many hours animal waits before mating/breeding.\n0 - based on sexdrive,Animal_mating_cooldown_desc,SettingsKeys.xml
AllowYouthSex,Allow youth sex,AllowYouthSex,SettingsKeys.xml
AllowYouthSex_desc,Allow sex between humanlikes that are in reproductive lifestage but their growth havent reached 100%.,AllowYouthSex_desc,SettingsKeys.xml
sex_age_legacymode,Legacy Sex age limiters,sex_age_legacymode,SettingsKeys.xml
sex_age_legacymode_desc,"Legacy age limiters for Humanlike Pawns, pretty much broken for races with non human life expectancy, but ppl want this back so whatever.\n When disabled uses race reproductive lifestage as teen, and pawn growth (100%) as adult.",sex_age_legacymode_desc,SettingsKeys.xml
SexMinimumAge,Sex min. age,SexMinimumAge,SettingsKeys.xml
SexMinimumAge_desc,Humanlike Pawns younger than this will not have sex at all.,SexMinimumAge_desc,SettingsKeys.xml
SexFreeForAllAge,Age of consent,SexFreeForAllAge,SettingsKeys.xml
SexFreeForAllAge_desc,Humanlike Pawns younger than this will only have sex with pawns with 2 years age difference.,SexFreeForAllAge_desc,SettingsKeys.xml
bestiality_enabled,Enable bestiality,bestiality_enabled,SettingsKeys.xml
bestiality_enabled_desc,Enable acts of bestiality. Desired and not so much.,bestiality_enabled_desc,SettingsKeys.xml
animal_on_animal_enabled,Enable animal-on-animal,animal_on_animal_enabled,SettingsKeys.xml
animal_on_animal_enabled_desc,"Enable wild animals mating. Tamed animals will mate within their own species regardless of this setting(vanilla behavior).\nEnable interspecies sex between (designated) animals, which may result in pregnancy.",animal_on_animal_enabled_desc,SettingsKeys.xml
animal_on_human_enabled,Enable animal-on-human,animal_on_human_enabled,SettingsKeys.xml
animal_on_human_enabled_desc,Enable acts of bestiality initiated by colony animals trying to mate Humanlike Pawns.,animal_on_human_enabled_desc,SettingsKeys.xml
necrophilia_enabled,Enable necrophilia,necrophilia_enabled,SettingsKeys.xml
necrophilia_enabled_desc,"Enable sex with corpses. Usually limited to pawns with Necrophiliac trait, but others can sometimes do it if they are sexually frustrated.",necrophilia_enabled_desc,SettingsKeys.xml
sounds_enabled,Enable RJW sounds,sounds_enabled,SettingsKeys.xml
sounds_enabled_desc,"Enables RJW-specific sounds. Note that this has no effect on core settings: if you have sound completely disabled, this does nothing.",sounds_enabled_desc,SettingsKeys.xml
sounds_sex_volume,Sex volume,sounds_sex_volume,SettingsKeys.xml
sounds_sex_volume_desc,Change sex volume,sounds_sex_volume_desc,SettingsKeys.xml
sounds_cum_volume,Cum volume,sounds_cum_volume,SettingsKeys.xml
sounds_cum_volume_desc,Change cum volume,sounds_cum_volume_desc,SettingsKeys.xml
sounds_voice_volume,Voice volume,sounds_voice_volume,SettingsKeys.xml
sounds_voice_volume_desc,Change voice volume,sounds_voice_volume_desc,SettingsKeys.xml
sounds_orgasm_volume,Orgasm volume,sounds_orgasm_volume,SettingsKeys.xml
sounds_orgasm_volume_desc,Change orgasm volume,sounds_orgasm_volume_desc,SettingsKeys.xml
sounds_animal_on_animal_volume,Animal on animal volume modifier,sounds_animal_on_animal_volume,SettingsKeys.xml
sounds_animal_on_animal_volume_desc,Additional volume modifier for Animal on animal sex,sounds_animal_on_animal_volume_desc,SettingsKeys.xml
cum_filth,Enable cum filth,cum_filth,SettingsKeys.xml
cum_filth_desc,"Enables cum filth after sex. Note that disabling this will make the game easier, because of the lack of filth and need for cleaning.",cum_filth_desc,SettingsKeys.xml
RPG_hero_control_name,Hero mode,RPG_hero_control_name,SettingsKeys.xml
RPG_hero_control_desc,Player can set 1 pawn as a player character and have direct unconditional control,RPG_hero_control_desc,SettingsKeys.xml
RPG_hero_control_HC_name,Hero mode (HC),RPG_hero_control_HC_name,SettingsKeys.xml
RPG_hero_control_HC_desc,"HARDCORE: Player can only control hero, get some lube, you'll need a lot of it.\n(intended for multiplayer)",RPG_hero_control_HC_desc,SettingsKeys.xml
RPG_hero_control_Ironman_name,Hero mode (Ironman),RPG_hero_control_Ironman_name,SettingsKeys.xml
RPG_hero_control_Ironman_desc,HARDCORE: Player can set hero only once,RPG_hero_control_Ironman_desc,SettingsKeys.xml
UseAdvancedAgeScaling,Advanced age scaling,UseAdvancedAgeScaling,SettingsKeys.xml
UseAdvancedAgeScaling_desc,Use different age scaling for non human races (long or short lifespans),UseAdvancedAgeScaling_desc,SettingsKeys.xml
designated_freewill,Designated pawn freewill,designated_freewill,SettingsKeys.xml
designated_freewill_desc,Pawn designated for comfort or mating can initiate sex.,designated_freewill_desc,SettingsKeys.xml
rape_enabled,Enable rape,rape_enabled,SettingsKeys.xml
rape_enabled_desc,"See what you like? Take it by force, you can make a hat out of it later.",rape_enabled_desc,SettingsKeys.xml
PrisonersBeating,Spank me daddy!,PrisonersBeating,SettingsKeys.xml
PrisonersBeating_desc,Beat the hell out of victims while raping them.,PrisonersBeating_desc,SettingsKeys.xml
GentlePrisonersBeating,"Senpai! Please, be gentle!",GentlePrisonersBeating,SettingsKeys.xml
GentlePrisonersBeating_desc,Reduce beating damage to ~0-1.,GentlePrisonersBeating_desc,SettingsKeys.xml
rape_stripping,Strip victims,rape_stripping,SettingsKeys.xml
rape_stripping_desc,"Strip rape victims (Non comfort rape - bestiality, enemies, etc. will strip victims)",rape_stripping_desc,SettingsKeys.xml
ColonistCanCP,Enable comfort rape by colonists,ColonistCanCP,SettingsKeys.xml
ColonistCanCP_desc,Colonists are allowed to rape comfort pawns.,ColonistCanCP_desc,SettingsKeys.xml
VisitorsCanCP,Enable comfort rape by visitors,VisitorsCanCP,SettingsKeys.xml
VisitorsCanCP_desc,Visitors are allowed to rape comfort pawns.,VisitorsCanCP_desc,SettingsKeys.xml
AnimalsCanCP,Enable comfort rape by animals,AnimalsCanCP,SettingsKeys.xml
AnimalsCanCP_desc,Animals are allowed to rape comfort pawns. Requires zoophilia to be enabled.,AnimalsCanCP_desc,SettingsKeys.xml
NonFutaWomenRaping_MaxVulnerability,Girls go rapin' (%),NonFutaWomenRaping_MaxVulnerability,SettingsKeys.xml
NonFutaWomenRaping_MaxVulnerability_desc,"Only women with vulnerability lower than this will ever rape others. \nAnimals vulnerability is always 100%. \nTo check 'vulnerability' status, go to 'view information about this object' > stats.\n\nValid range: 0 - 300%",NonFutaWomenRaping_MaxVulnerability_desc,SettingsKeys.xml
Rapee_MinVulnerability_human,'To-be raped' vulnerability (%),Rapee_MinVulnerability_human,SettingsKeys.xml
Rapee_MinVulnerability_human_desc,"Human pawns with vulnerability higher than this will be raping targets. \nTo check 'vulnerability' status, go to 'view information about this object' > stats.\n\nValid range: 0 - 300%",Rapee_MinVulnerability_human_desc,SettingsKeys.xml
Rapee_MinVulnerability_animals,Animals' to-be-raped vulnerability (%),Rapee_MinVulnerability_animals,SettingsKeys.xml
Rapee_MinVulnerability_animals_desc,"Animals with vulnerability higher than this will be raping targets for zoophiles. \nTo check 'vulnerability' status, go to 'view information about this object' > stats.\n\nValid range: 0 - 300%",Rapee_MinVulnerability_animals_desc,SettingsKeys.xml
RJWSettingsFour,RimJobWorld - Casual Sex Settings,RJWSettingsFour,SettingsKeys.xml
SettingHookupsEnabled,Enable hookups (overall),SettingHookupsEnabled,SettingsKeys.xml
SettingHookupsEnabled_desc,Controls whether single pawns can have casual sex with other single pawns,SettingHookupsEnabled_desc,SettingsKeys.xml
SettingQuickHookupsEnabled,Enable quickies.,SettingQuickHookupsEnabled,SettingsKeys.xml
SettingQuickHookupsEnabled_desc,Controls whether single pawns can have casual quick sex with other single pawns\nWarning: This can interrupt working pawns.,SettingQuickHookupsEnabled_desc,SettingsKeys.xml
SettingNoHookupsDuringWorkHours,Disable hookups during work hours,SettingNoHookupsDuringWorkHours,SettingsKeys.xml
SettingNoHookupsDuringWorkHours_desc,Controls whether pawns can seek casual sex during work hours.\nNymphomaniacs ignore this.,SettingNoHookupsDuringWorkHours_desc,SettingsKeys.xml
SettingColonistsCanHookup,Colonists can hookup,SettingColonistsCanHookup,SettingsKeys.xml
SettingColonistsCanHookup_desc,Controls whether colonists are allowed to look for casual sex.,SettingColonistsCanHookup_desc,SettingsKeys.xml
SettingColonistsCanHookupWithVisitor,Colonists can hookup with visitors,SettingColonistsCanHookupWithVisitor,SettingsKeys.xml
SettingColonistsCanHookupWithVisitor_desc,Controls whether pawns can have casual sex with visitors to the colony.,SettingColonistsCanHookupWithVisitor_desc,SettingsKeys.xml
SettingCanHookupWithPrisoner,Non-prisoners can hookup with prisoners,SettingCanHookupWithPrisoner,SettingsKeys.xml
SettingCanHookupWithPrisoner_desc,Controls whether non-prisoner pawns can look for consensual sex with prisoners.\nThis is unaffected by the Comfort Prisoner designation and is considered consensual by both parties.,SettingCanHookupWithPrisoner_desc,SettingsKeys.xml
SettingVisitorsCanHookupWithColonists,Visitors can hookup with colonists,SettingVisitorsCanHookupWithColonists,SettingsKeys.xml
